Date,location,key,month,0m,1m,value
2017-04-22,Arikawa (Sargassum),GEP,4,25.865591701200636,26.14688834196726,52.0124800431679
2017-04-22,Arikawa (Sargassum),NEP,4,4.647047194866971,4.912136382701604,9.559183577568575
2017-04-22,Arikawa (Sargassum),RP,4,21.218544506333664,21.234751959265655,42.45329646559932
2017-04-23,Tainoura (Isoyake),GEP,4,22.168518207590804,17.05325208447528,39.22177029206608
2017-04-23,Tainoura (Isoyake),NEP,4,7.098912029395166,5.281733513848863,12.380645543244029
2017-04-23,Tainoura (Isoyake),RP,4,15.069606178195638,11.771518570626416,26.841124748822054
2017-04-23,Arikawa (Sargassum),GEP,4,72.70728430051524,57.18326359730647,129.8905478978217
2017-04-23,Arikawa (Sargassum),NEP,4,14.783656842105586,13.895648057037135,28.67930489914272
2017-04-23,Arikawa (Sargassum),RP,4,57.923627458409655,43.287615540269336,101.21124299867898
2017-04-24,Tainoura (Isoyake),GEP,4,36.83172431553139,17.71906335345852,54.55078766898991
2017-04-24,Tainoura (Isoyake),NEP,4,9.268415050440737,5.803888987180983,15.07230403762172
2017-04-24,Tainoura (Isoyake),RP,4,27.563309265090652,11.915174366277537,39.47848363136819
2017-04-24,Arikawa (Sargassum),GEP,4,37.409568702950956,31.836166566015887,69.24573526896684
2017-04-24,Arikawa (Sargassum),NEP,4,5.053274203152824,5.2213139934789154,10.27458819663174
2017-04-24,Arikawa (Sargassum),RP,4,32.35629449979813,26.61485257253697,58.9711470723351
2017-04-25,Tainoura (Isoyake),GEP,4,33.393400716466594,29.63640979397401,63.029810510440605
2017-04-25,Tainoura (Isoyake),NEP,4,7.933521635434815,7.322643417541741,15.256165052976556
2017-04-25,Tainoura (Isoyake),RP,4,25.45987908103178,22.31376637643227,47.77364545746405
2017-04-25,Arikawa (Sargassum),GEP,4,45.08898787417489,42.76488067820391,87.8538685523788
2017-04-25,Arikawa (Sargassum),NEP,4,10.259935351751182,10.584807825438247,20.84474317718943
2017-04-25,Arikawa (Sargassum),RP,4,34.82905252242371,32.18007285276566,67.00912537518937
2017-04-26,Tainoura (Isoyake),GEP,4,11.068882790994557,9.187432037083315,20.256314828077873
2017-04-26,Tainoura (Isoyake),NEP,4,3.4694008713671565,1.7395898738588045,5.208990745225961
2017-04-26,Tainoura (Isoyake),RP,4,7.5994819196274,7.447842163224511,15.047324082851912
2017-04-26,Arikawa (Sargassum),GEP,4,25.92583521821303,16.696583319029365,42.622418537242396
2017-04-26,Arikawa (Sargassum),NEP,4,6.533243873153793,4.554706682887044,11.087950556040838
2017-04-26,Arikawa (Sargassum),RP,4,19.392591345059238,12.141876636142321,31.53446798120156
2017-04-27,Tainoura (Isoyake),GEP,4,30.902442770880167,19.433018995982376,50.335461766862544
2017-04-27,Tainoura (Isoyake),NEP,4,5.337659694349739,5.419424227815384,10.757083922165123
2017-04-27,Tainoura (Isoyake),RP,4,25.56478307653043,14.013594768166993,39.57837784469742
2017-04-27,Arikawa (Sargassum),GEP,4,36.2800961024176,28.745089072724234,65.02518517514184
2017-04-27,Arikawa (Sargassum),NEP,4,12.420242178597718,11.107068863653424,23.527311042251142
2017-04-27,Arikawa (Sargassum),RP,4,23.859853923819887,17.63802020907081,41.4978741328907
2017-04-28,Tainoura (Isoyake),GEP,4,61.50047746205711,21.345457557162995,82.84593501922011
2017-04-28,Tainoura (Isoyake),NEP,4,14.647727975571456,6.252389124719926,20.900117100291382
2017-04-28,Tainoura (Isoyake),RP,4,46.852749486485656,15.093068432443069,61.945817918928725
2017-04-28,Arikawa (Sargassum),GEP,4,48.81749465906824,29.057585590606774,77.87508024967501
2017-04-28,Arikawa (Sargassum),NEP,4,13.367374411743072,9.596226369446015,22.963600781189086
2017-04-28,Arikawa (Sargassum),RP,4,35.45012024732517,19.46135922116076,54.91147946848592
2017-04-29,Tainoura (Isoyake),GEP,4,44.67079254037154,27.150077509665138,71.82087005003667
2017-04-29,Tainoura (Isoyake),NEP,4,8.687489801832982,7.507415764759884,16.194905566592865
2017-04-29,Tainoura (Isoyake),RP,4,35.983302738538555,19.642661744905254,55.62596448344381
2017-04-29,Arikawa (Sargassum),GEP,4,78.2542566866035,42.43235196925297,120.68660865585647
2017-04-29,Arikawa (Sargassum),NEP,4,18.40909800038304,11.006708789583541,29.41580678996658
2017-04-29,Arikawa (Sargassum),RP,4,59.845158686220465,31.42564317966943,91.2708018658899
2017-04-30,Tainoura (Isoyake),GEP,4,51.77114086326861,36.10980545802933,87.88094632129794
2017-04-30,Tainoura (Isoyake),NEP,4,16.777938625804012,10.677166478195943,27.455105103999955
2017-04-30,Tainoura (Isoyake),RP,4,34.9932022374646,25.43263897983339,60.425841217297986
2017-04-30,Arikawa (Sargassum),GEP,4,34.328519431960245,30.270636197373577,64.59915562933382
2017-04-30,Arikawa (Sargassum),NEP,4,5.725757897312889,5.369199641899414,11.094957539212302
2017-04-30,Arikawa (Sargassum),RP,4,28.602761534647357,24.901436555474163,53.50419809012152
2017-05-01,Tainoura (Isoyake),GEP,5,44.678167944514954,29.835220893337233,74.51338883785219
2017-05-01,Tainoura (Isoyake),NEP,5,7.531322083501379,6.838560751212697,14.369882834714076
2017-05-01,Tainoura (Isoyake),RP,5,37.146845861013574,22.996660142124536,60.143506003138114
2017-05-01,Arikawa (Sargassum),GEP,5,66.58028521100492,36.12597462439353,102.70625983539844
2017-05-01,Arikawa (Sargassum),NEP,5,14.522902154180173,8.609709312317193,23.132611466497366
2017-05-01,Arikawa (Sargassum),RP,5,52.05738305682475,27.516265312076335,79.57364836890108
2017-05-02,Tainoura (Isoyake),GEP,5,26.86989499189929,25.683924492501564,52.553819484400854
2017-05-02,Tainoura (Isoyake),NEP,5,9.426442970264404,6.182888473379222,15.609331443643626
2017-05-02,Tainoura (Isoyake),RP,5,17.443452021634887,19.501036019122342,36.94448804075723
2017-05-02,Arikawa (Sargassum),GEP,5,53.85870254158896,51.316376280064,105.17507882165296
2017-05-02,Arikawa (Sargassum),NEP,5,9.416565495978801,7.713073883456545,17.129639379435346
2017-05-02,Arikawa (Sargassum),RP,5,44.44213704561016,43.603302396607454,88.04543944221761
2017-05-03,Tainoura (Isoyake),GEP,5,53.023130194001396,25.884691937244853,78.90782213124625
2017-05-03,Tainoura (Isoyake),NEP,5,6.753111220067609,6.138118753382216,12.891229973449825
2017-05-03,Tainoura (Isoyake),RP,5,46.27001897393379,19.746573183862637,66.01659215779642
2017-05-03,Arikawa (Sargassum),GEP,5,75.92454953698865,22.97535728900476,98.89990682599341
2017-05-03,Arikawa (Sargassum),NEP,5,12.661137277818924,8.087731902763906,20.74886918058283
2017-05-03,Arikawa (Sargassum),RP,5,63.263412259169726,14.887625386240853,78.15103764541058
2017-05-04,Tainoura (Isoyake),GEP,5,39.15020963700577,25.437614801615023,64.5878244386208
2017-05-04,Tainoura (Isoyake),NEP,5,9.90042987884543,7.979558005795084,17.879987884640514
2017-05-04,Tainoura (Isoyake),RP,5,29.249779758160344,17.45805679581994,46.707836553980286
2017-05-04,Arikawa (Sargassum),GEP,5,68.48070364193538,47.5399389544457,116.02064259638108
2017-05-04,Arikawa (Sargassum),NEP,5,15.837259650908209,12.723434718854065,28.560694369762274
2017-05-04,Arikawa (Sargassum),RP,5,52.64344399102717,34.81650423559164,87.4599482266188
2017-05-05,Tainoura (Isoyake),GEP,5,18.02868996865225,13.65789971436811,31.68658968302036
2017-05-05,Tainoura (Isoyake),NEP,5,2.532790711825328,1.842438901753951,4.375229613579279
2017-05-05,Tainoura (Isoyake),RP,5,15.495899256826924,11.815460812614159,27.311360069441083
2017-05-05,Arikawa (Sargassum),GEP,5,6.713420446973851,29.490226680317054,36.20364712729091
2017-05-05,Arikawa (Sargassum),NEP,5,4.986309623571827,3.135621178385506,8.121930801957333
2017-05-05,Arikawa (Sargassum),RP,5,1.7271108234020232,26.354605501931548,28.08171632533357
2017-05-06,Tainoura (Isoyake),GEP,5,39.71955243349904,32.335791625109366,72.0553440586084
2017-05-06,Tainoura (Isoyake),NEP,5,10.621290606414036,7.958148849413149,18.579439455827185
2017-05-06,Tainoura (Isoyake),RP,5,29.098261827085004,24.377642775696216,53.47590460278122
2017-05-06,Arikawa (Sargassum),GEP,5,57.97191263862008,35.048284741952635,93.02019738057271
2017-05-06,Arikawa (Sargassum),NEP,5,10.976277003926782,10.290183734195324,21.266460738122106
2017-05-06,Arikawa (Sargassum),RP,5,46.9956356346933,24.75810100775731,71.7537366424506
2017-05-07,Tainoura (Isoyake),GEP,5,47.13032700990638,43.56825136828075,90.69857837818714
2017-05-07,Tainoura (Isoyake),NEP,5,10.426818829127882,9.1683957367934,19.59521456592128
2017-05-07,Tainoura (Isoyake),RP,5,36.7035081807785,34.39985563148735,71.10336381226585
2017-05-07,Arikawa (Sargassum),GEP,5,85.84819755429217,66.75535041445414,152.6035479687463
2017-05-07,Arikawa (Sargassum),NEP,5,11.607293157883447,15.519587812589108,27.126880970472556
2017-05-07,Arikawa (Sargassum),RP,5,74.24090439640872,51.23576260186503,125.47666699827374
2017-05-08,Tainoura (Isoyake),GEP,5,30.72520867409571,19.81361442546275,50.538823099558456
2017-05-08,Tainoura (Isoyake),NEP,5,6.903293891097562,5.513598130798769,12.41689202189633
2017-05-08,Tainoura (Isoyake),RP,5,23.82191478299815,14.30001629466398,38.121931077662126
2017-05-08,Arikawa (Sargassum),GEP,5,41.79719989183289,51.53722251452439,93.33442240635728
2017-05-08,Arikawa (Sargassum),NEP,5,9.65427220037185,11.8465514822379,21.50082368260975
2017-05-08,Arikawa (Sargassum),RP,5,32.14292769146104,39.69067103228649,71.83359872374753
2017-05-09,Tainoura (Isoyake),GEP,5,15.75241259092293,16.79490494116548,32.547317532088414
2017-05-09,Tainoura (Isoyake),NEP,5,3.4450258493006203,3.405718763524135,6.850744612824755
2017-05-09,Tainoura (Isoyake),RP,5,12.30738674162231,13.389186177641346,25.696572919263655
2017-05-09,Arikawa (Sargassum),GEP,5,12.09117002667475,16.97092422323974,29.06209424991449
2017-05-09,Arikawa (Sargassum),NEP,5,5.162761572563568,-1.9087154728900657,3.254046099673502
2017-05-09,Arikawa (Sargassum),RP,5,6.928408454111182,18.879639696129807,25.80804815024099
2017-05-10,Tainoura (Isoyake),GEP,5,29.242210497788637,15.902426794109305,45.14463729189794
2017-05-10,Tainoura (Isoyake),NEP,5,6.536012828865623,4.294393335133151,10.830406163998774
2017-05-10,Tainoura (Isoyake),RP,5,22.706197668923014,11.608033458976154,34.31423112789917
2017-05-10,Arikawa (Sargassum),GEP,5,53.645625005628595,25.730450656054344,79.37607566168293
2017-05-10,Arikawa (Sargassum),NEP,5,14.740470347097023,6.202217788032982,20.942688135130005
2017-05-10,Arikawa (Sargassum),RP,5,38.90515465853157,19.528232868021362,58.433387526552934
2017-05-11,Tainoura (Isoyake),GEP,5,41.981097184220495,26.641713238870324,68.62281042309081
2017-05-11,Tainoura (Isoyake),NEP,5,10.36804866856933,8.090362593293321,18.45841126186265
2017-05-11,Tainoura (Isoyake),RP,5,31.613048515651165,18.551350645577003,50.16439916122817
2017-05-11,Arikawa (Sargassum),GEP,5,40.82278012608249,19.472515879407126,60.29529600548962
2017-05-11,Arikawa (Sargassum),NEP,5,5.328064114133113,6.0293292225992445,11.357393336732358
2017-05-11,Arikawa (Sargassum),RP,5,35.49471601194938,13.443186656807882,48.93790266875726
2017-05-12,Tainoura (Isoyake),GEP,5,1.7687678204076618,8.784906798929702,10.553674619337365
2017-05-12,Tainoura (Isoyake),NEP,5,-0.2177369568254761,0.667029564139554,0.44929260731407794
2017-05-12,Tainoura (Isoyake),RP,5,1.986504777233138,8.117877234790148,10.104382012023287
2017-05-12,Arikawa (Sargassum),GEP,5,7.573874536608953,7.324406926551445,14.898281463160398
2017-05-12,Arikawa (Sargassum),NEP,5,0.27176103127679596,-0.5352574333539195,-0.26349640207712355
2017-05-12,Arikawa (Sargassum),RP,5,7.302113505332157,7.859664359905365,15.161777865237521
2017-05-13,Tainoura (Isoyake),GEP,5,45.0695552165939,32.97870185495365,78.04825707154754
2017-05-13,Tainoura (Isoyake),NEP,5,12.981100876343632,10.853520541425965,23.834621417769597
2017-05-13,Tainoura (Isoyake),RP,5,32.088454340250266,22.125181313527683,54.21363565377795
2017-05-13,Arikawa (Sargassum),GEP,5,77.3608588289767,64.17504773575733,141.53590656473403
2017-05-13,Arikawa (Sargassum),NEP,5,20.56612326534868,17.435873197806373,38.00199646315505
2017-05-13,Arikawa (Sargassum),RP,5,56.794735563628024,46.73917453795096,103.53391010157898
2017-05-14,Tainoura (Isoyake),GEP,5,44.18562313233016,32.48874429600964,76.67436742833979
2017-05-14,Tainoura (Isoyake),NEP,5,12.031013754086217,9.647715914889332,21.67872966897555
2017-05-14,Tainoura (Isoyake),RP,5,32.15460937824394,22.841028381120314,54.99563775936426
2017-05-14,Arikawa (Sargassum),GEP,5,115.64619083620258,45.635117733256436,161.28130856945901
2017-05-14,Arikawa (Sargassum),NEP,5,28.368269215537367,15.725636472531335,44.0939056880687
2017-05-14,Arikawa (Sargassum),RP,5,87.27792162066521,29.9094812607251,117.18740288139031
2017-05-15,Tainoura (Isoyake),GEP,5,29.912674343509497,22.04646714717255,51.95914149068204
2017-05-15,Tainoura (Isoyake),NEP,5,6.827681679117958,5.7831915049000315,12.61087318401799
2017-05-15,Tainoura (Isoyake),RP,5,23.08499266439154,16.263275642272518,39.34826830666405
2017-05-15,Arikawa (Sargassum),GEP,5,32.05636539715151,29.25764794415535,61.31401334130686
2017-05-15,Arikawa (Sargassum),NEP,5,14.666483495966887,6.533345746662533,21.19982924262942
2017-05-15,Arikawa (Sargassum),RP,5,17.389881901184623,22.72430219749282,40.11418409867744
2017-05-16,Tainoura (Isoyake),GEP,5,37.200585450224644,34.98614089985486,72.18672635007951
2017-05-16,Tainoura (Isoyake),NEP,5,10.311616100841192,8.864350334567561,19.175966435408753
2017-05-16,Tainoura (Isoyake),RP,5,26.88896934938345,26.121790565287295,53.01075991467074
2017-05-16,Arikawa (Sargassum),GEP,5,68.8683575864566,27.69012205519772,96.55847964165432
2017-05-16,Arikawa (Sargassum),NEP,5,17.49942018494366,8.582548868602657,26.081969053546317
2017-05-16,Arikawa (Sargassum),RP,5,51.36893740151294,19.10757318659506,70.476510588108
2017-05-17,Tainoura (Isoyake),GEP,5,29.31698485194342,27.65124733306428,56.9682321850077
2017-05-17,Tainoura (Isoyake),NEP,5,6.3558732949786645,5.880817554299256,12.23669084927792
2017-05-17,Tainoura (Isoyake),RP,5,22.961111556964756,21.770429778765024,44.73154133572978
2017-05-17,Arikawa (Sargassum),GEP,5,86.66001080532003,26.346418487900927,113.00642929322095
2017-05-17,Arikawa (Sargassum),NEP,5,19.70697070966132,7.9702129863736815,27.677183696035
2017-05-17,Arikawa (Sargassum),RP,5,66.95304009565871,18.376205501527245,85.32924559718595
2017-05-18,Tainoura (Isoyake),GEP,5,35.087477612977196,28.85366658336911,63.94114419634631
2017-05-18,Tainoura (Isoyake),NEP,5,13.344701670089165,9.019674633249153,22.364376303338318
2017-05-18,Tainoura (Isoyake),RP,5,21.742775942888027,19.83399195011996,41.57676789300798
2017-05-18,Arikawa (Sargassum),GEP,5,54.54306757168268,54.77363327318786,109.31670084487054
2017-05-18,Arikawa (Sargassum),NEP,5,13.790877902295051,16.5220457090971,30.31292361139215
2017-05-18,Arikawa (Sargassum),RP,5,40.752189669387626,38.25158756409076,79.00377723347839
2017-05-19,Tainoura (Isoyake),GEP,5,42.94228940160362,29.418184000241343,72.36047340184496
2017-05-19,Tainoura (Isoyake),NEP,5,9.96906747450943,5.7980445696248495,15.76711204413428
2017-05-19,Tainoura (Isoyake),RP,5,32.97322192709419,23.620139430616494,56.59336135771068
2017-05-19,Arikawa (Sargassum),GEP,5,88.28554640317421,64.1153776745032,152.40092407767742
2017-05-19,Arikawa (Sargassum),NEP,5,15.794228015618472,15.254797589443925,31.049025605062397
2017-05-19,Arikawa (Sargassum),RP,5,72.49131838755574,48.86058008505927,121.351898472615
2017-05-20,Tainoura (Isoyake),GEP,5,42.95541126567373,35.5053378186487,78.46074908432243
2017-05-20,Tainoura (Isoyake),NEP,5,9.73133675709903,7.790331441793086,17.521668198892115
2017-05-20,Tainoura (Isoyake),RP,5,33.2240745085747,27.71500637685561,60.939080885430315
2017-05-20,Arikawa (Sargassum),GEP,5,57.095104426491616,49.413602812457924,106.50870723894954
2017-05-20,Arikawa (Sargassum),NEP,5,9.316453166949401,13.186102934273691,22.502556101223092
2017-05-20,Arikawa (Sargassum),RP,5,47.778651259542215,36.22749987818423,84.00615113772645
2017-05-26,Tainoura (Isoyake),GEP,5,17.9284666994227,21.065096066369563,38.99356276579226
2017-05-26,Tainoura (Isoyake),NEP,5,4.737229029762702,4.681874491652138,9.41910352141484
2017-05-26,Tainoura (Isoyake),RP,5,13.191237669659998,16.383221574717425,29.574459244377422
2017-05-26,Arikawa (Sargassum),GEP,5,NA,20.612084480825928,NA
2017-05-26,Arikawa (Sargassum),NEP,5,NA,6.477822927301702,NA
2017-05-26,Arikawa (Sargassum),RP,5,NA,14.134261553524226,NA
2017-05-27,Tainoura (Isoyake),GEP,5,46.5827140782456,14.403870324773749,60.98658440301935
2017-05-27,Tainoura (Isoyake),NEP,5,10.462238222261888,5.983868776429091,16.44610699869098
2017-05-27,Tainoura (Isoyake),RP,5,36.12047585598371,8.420001548344658,44.54047740432837
2017-05-27,Arikawa (Sargassum),GEP,5,45.79055393132206,25.654669750621814,71.44522368194387
2017-05-27,Arikawa (Sargassum),NEP,5,8.624731808874131,6.751664552544057,15.376396361418188
2017-05-27,Arikawa (Sargassum),RP,5,37.16582212244793,18.903005198077757,56.068827320525685
2017-05-28,Tainoura (Isoyake),GEP,5,45.478443043221525,22.947203602801466,68.42564664602298
2017-05-28,Tainoura (Isoyake),NEP,5,10.289891148007158,7.466382514257575,17.756273662264732
2017-05-28,Tainoura (Isoyake),RP,5,35.18855189521437,15.480821088543893,50.66937298375826
2017-05-28,Arikawa (Sargassum),GEP,5,71.13192795991023,36.091873081087485,107.22380104099771
2017-05-28,Arikawa (Sargassum),NEP,5,11.83150442535208,10.257689406254045,22.089193831606124
2017-05-28,Arikawa (Sargassum),RP,5,59.30042353455815,25.83418367483344,85.13460720939159
2017-05-29,Tainoura (Isoyake),GEP,5,51.32241106972002,29.628928741829846,80.95133981154987
2017-05-29,Tainoura (Isoyake),NEP,5,11.403382544822094,8.653894135360218,20.057276680182312
2017-05-29,Tainoura (Isoyake),RP,5,39.919028524897925,20.975034606469627,60.89406313136755
2017-05-29,Arikawa (Sargassum),GEP,5,95.5028788123426,41.23708626228384,136.73996507462644
2017-05-29,Arikawa (Sargassum),NEP,5,27.787664982342086,12.169321216582318,39.956986198924405
2017-05-29,Arikawa (Sargassum),RP,5,67.71521383000051,29.06776504570152,96.78297887570203
2017-05-30,Tainoura (Isoyake),GEP,5,44.0475304044556,37.72974935933788,81.77727976379347
2017-05-30,Tainoura (Isoyake),NEP,5,8.89329707444908,9.003546238549376,17.896843312998456
2017-05-30,Tainoura (Isoyake),RP,5,35.15423333000652,28.726203120788504,63.880436450795024
2017-05-30,Arikawa (Sargassum),GEP,5,100.97947680934101,61.75226660302723,162.73174341236825
2017-05-30,Arikawa (Sargassum),NEP,5,19.78580826605114,16.835476598537014,36.621284864588155
2017-05-30,Arikawa (Sargassum),RP,5,81.19366854328987,44.91679000449022,126.1104585477801
2017-05-31,Tainoura (Isoyake),GEP,5,31.422260142086177,40.5030073892079,71.92526753129408
2017-05-31,Tainoura (Isoyake),NEP,5,7.256933791797593,8.0401349820729,15.297068773870492
2017-05-31,Tainoura (Isoyake),RP,5,24.165326350288584,32.462872407135,56.62819875742359
2017-05-31,Arikawa (Sargassum),GEP,5,75.00423146413453,40.58497585322691,115.58920731736144
2017-05-31,Arikawa (Sargassum),NEP,5,17.680177922938967,4.8054860755044615,22.485663998443428
2017-05-31,Arikawa (Sargassum),RP,5,57.324053541195575,35.779489777722446,93.10354331891801
2017-06-01,Tainoura (Isoyake),GEP,6,34.0949947778725,21.872178815870313,55.967173593742814
2017-06-01,Tainoura (Isoyake),NEP,6,6.0579059660383905,4.0497400382690785,10.107646004307469
2017-06-01,Tainoura (Isoyake),RP,6,28.03708881183411,17.822438777601235,45.859527589435345
2017-06-01,Arikawa (Sargassum),GEP,6,92.48653840963587,28.149917101164256,120.63645551080012
2017-06-01,Arikawa (Sargassum),NEP,6,13.481092760494917,8.61530696743884,22.096399727933758
2017-06-01,Arikawa (Sargassum),RP,6,79.00544564914095,19.534610133725415,98.54005578286638
