Date,location,key,value,month,X1
2018-04-28,Arikawa (Sargassum),RP,17.273208558668784,4,NA
2018-04-29,Tainoura (Isoyake),RP,4.0031135809597425,4,NA
2018-04-29,Arikawa (Sargassum),RP,6.912789043431644,4,NA
2018-04-30,Tainoura (Isoyake),RP,25.34628204585896,4,NA
2018-04-30,Arikawa (Sargassum),RP,13.57979220456195,4,NA
2018-05-01,Tainoura (Isoyake),RP,4.257156722112703,5,NA
2018-05-01,Arikawa (Sargassum),RP,7.5352793293988185,5,NA
2018-05-02,Tainoura (Isoyake),RP,9.784577034525096,5,NA
2018-05-02,Arikawa (Sargassum),RP,4.990690272131908,5,NA
2018-05-03,Tainoura (Isoyake),RP,17.441368311044414,5,NA
2018-05-03,Arikawa (Sargassum),RP,16.477781555522597,5,NA
2018-05-04,Tainoura (Isoyake),RP,10.589739855153368,5,NA
2018-05-04,Arikawa (Sargassum),RP,16.398948069196248,5,NA
2018-05-05,Tainoura (Isoyake),RP,18.589543639639317,5,NA
2018-05-05,Arikawa (Sargassum),RP,20.12132209159889,5,NA
2018-05-06,Tainoura (Isoyake),RP,6.64370608322062,5,NA
2018-05-06,Arikawa (Sargassum),RP,20.153102592043197,5,NA
2018-05-07,Tainoura (Isoyake),RP,9.714466244760398,5,NA
2018-05-07,Arikawa (Sargassum),RP,8.627829113451924,5,NA
2018-05-08,Tainoura (Isoyake),RP,3.227159016864696,5,NA
2018-05-08,Arikawa (Sargassum),RP,0.06672182545264249,5,NA
2018-05-09,Tainoura (Isoyake),RP,9.269658434487548,5,NA
2018-05-09,Arikawa (Sargassum),RP,3.6989799438198325,5,NA
2018-05-10,Tainoura (Isoyake),RP,3.0552376162002712,5,NA
2018-05-10,Arikawa (Sargassum),RP,15.916785536792899,5,NA
2018-05-11,Tainoura (Isoyake),RP,25.34780120709242,5,NA
2018-05-11,Arikawa (Sargassum),RP,21.12510171924953,5,NA
2018-05-12,Tainoura (Isoyake),RP,16.06287673035055,5,NA
2018-05-12,Arikawa (Sargassum),RP,20.2424125468222,5,NA
2018-05-17,Tainoura (Isoyake),RP,13.87236333906909,5,NA
2018-05-17,Arikawa (Sargassum),RP,14.945699690179712,5,NA
2018-05-18,Tainoura (Isoyake),RP,3.357315139008363,5,NA
2018-05-18,Arikawa (Sargassum),RP,7.035911550513541,5,NA
2018-05-19,Tainoura (Isoyake),RP,9.530045643740374,5,NA
2018-05-19,Arikawa (Sargassum),RP,1.3228364810771127,5,NA
2018-05-20,Tainoura (Isoyake),RP,8.028822940628508,5,NA
2018-05-20,Arikawa (Sargassum),RP,6.045530403487307,5,NA
2018-05-21,Tainoura (Isoyake),RP,15.636658451900736,5,NA
2018-05-21,Arikawa (Sargassum),RP,15.400338085150247,5,NA
2018-05-22,Tainoura (Isoyake),RP,12.644958406228618,5,NA
2018-05-22,Arikawa (Sargassum),RP,35.17979639691455,5,NA
2018-05-23,Arikawa (Sargassum),RP,13.506605639963809,5,NA
2018-05-24,Tainoura (Isoyake),RP,16.145928684638562,5,NA
2018-05-24,Arikawa (Sargassum),RP,23.747508362899644,5,NA
2018-05-25,Tainoura (Isoyake),RP,15.689294949663104,5,NA
2018-05-25,Arikawa (Sargassum),RP,27.997875335543903,5,NA
2018-05-26,Tainoura (Isoyake),RP,22.50601949645929,5,NA
2018-05-26,Arikawa (Sargassum),RP,8.164062170192809,5,NA
2018-05-27,Tainoura (Isoyake),RP,15.342741277124631,5,NA
2018-05-27,Arikawa (Sargassum),RP,19.025759316189802,5,NA
2018-05-28,Tainoura (Isoyake),RP,14.726632994198546,5,NA
2018-05-28,Arikawa (Sargassum),RP,12.313979068160938,5,NA
2018-05-29,Tainoura (Isoyake),RP,8.555833047057005,5,NA
2018-05-29,Arikawa (Sargassum),RP,7.706081755064328,5,NA
2018-05-30,Tainoura (Isoyake),RP,20.314078572211933,5,NA
2018-05-30,Arikawa (Sargassum),RP,31.25017853073144,5,NA
2018-05-31,Tainoura (Isoyake),RP,10.638295205970731,5,NA
2018-05-31,Arikawa (Sargassum),RP,2.311912059145884,5,NA
2018-06-01,Tainoura (Isoyake),RP,7.877984280092676,6,NA
2018-06-01,Arikawa (Sargassum),RP,27.463807594164734,6,NA
2018-06-02,Tainoura (Isoyake),RP,13.188105027573219,6,NA
2018-06-02,Arikawa (Sargassum),RP,30.114819269984785,6,NA
2018-06-03,Tainoura (Isoyake),RP,13.158243110321115,6,NA
2018-06-03,Arikawa (Sargassum),RP,31.045791930699703,6,NA
2018-06-04,Tainoura (Isoyake),RP,13.838944140553323,6,NA
2018-06-04,Arikawa (Sargassum),RP,55.55021518162691,6,NA
2018-06-05,Arikawa (Sargassum),RP,21.943607347205777,6,NA
2018-06-06,Tainoura (Isoyake),RP,5.3882277929459566,6,NA
2018-06-06,Arikawa (Sargassum),RP,40.88848083415212,6,NA
2018-06-07,Tainoura (Isoyake),RP,8.123427517486299,6,NA
2018-06-07,Arikawa (Sargassum),RP,29.833560154459956,6,NA
